year,age,educ,degree,sex,race,partyid,othlang,letin1a,coninc,wtssnrps,prez,age_c,decrease_imm
2021,63,16,3,1,1,1,2,,80640,0.537251411,2,60,
2021,75,14,1,1,1,0,2,3,30240,1.055749143,2,70,0
2021,61,12,1,1,1,0,2,3,55440,1.170062074,2,60,0
2021,89,12,1,1,1,0,2,3,25200,0.527874571,2,80,0
2021,53,11,0,2,1,1,1,3,168736.297,1.233210255,2,50,0
2021,,,0,,1,6,,,,1.392834516,2,,
2021,80,15,2,2,2,2,2,1,14280,1.585721262,2,80,0
2021,66,13,2,2,1,5,2,4,45360,0.475814045,2,60,1
2021,35,12,1,1,1,5,2,4,45360,1.223554103,2,30,1
2021,81,16,3,1,1,4,2,,36960,0.542356286,2,80,
2021,21,12,1,1,1,2,2,4,30240,3.990356036,2,18,1
2021,89,12,1,2,1,6,2,,25200,0.475814045,2,80,
2021,69,14,1,1,1,4,2,4,30240,1.181179814,2,60,1
2021,70,12,1,2,1,2,2,,9240,0.475814045,2,70,
2021,70,12,1,1,1,3,2,3,10920,0.590589907,2,70,0
2021,38,13,1,1,1,3,2,,168736.297,1.368921224,2,30,
2021,51,18,4,1,1,3,2,3,168736.297,0.537251411,2,50,0
2021,79,12,1,2,1,1,2,3,36960,0.850573748,2,70,0
2021,80,12,1,2,1,0,2,3,10920,0.475814045,2,80,0
2021,39,12,1,2,1,3,1,3,67200,0.974677533,2,30,0
2021,30,12,1,2,1,4,2,,21840,0.907460056,2,30,
2021,33,12,1,2,1,3,1,,9240,2.169481831,2,30,
2021,29,13,2,1,3,3,1,4,10920,1.763246023,2,18,1
2021,22,14,1,2,1,2,1,1,30240,1.420574943,2,18,0
2021,59,16,3,2,3,5,1,3,36960,1.135256146,2,50,0
2021,61,12,1,2,1,3,2,4,10920,0.532175368,2,60,1
2021,46,12,1,2,1,3,1,,15960,1.287340748,2,40,
2021,39,14,2,2,1,6,2,,55440,1.113009932,2,30,
2021,72,12,1,1,1,0,1,3,,2.07676359,2,70,0
2021,55,12,1,2,1,6,1,5,36960,1.398099046,2,50,1
2021,51,14,1,1,3,6,2,4,25200,0.464802759,2,50,1
2021,23,15,2,2,1,1,1,3,4368,1.589349571,2,18,0
2021,55,18,4,2,1,4,2,,67200,0.488712477,2,50,
2021,,,0,,1,,,5,,2.401209421,2,,1
2021,53,18,4,1,1,3,2,3,,0.75669877,2,50,0
2021,59,20,4,1,1,0,2,1,107520,0.282200028,2,50,0
2021,61,20,4,1,1,2,1,,36960,0.282200028,2,60,
2021,33,18,3,1,1,1,2,,336,0.330161635,2,30,
2021,27,19,4,1,3,0,1,1,14280,0.338606247,2,18,0
2021,25,17,3,2,1,6,1,3,36960,0.919187857,2,18,0
2021,65,13,1,1,1,6,2,5,30240,0.981991725,2,60,1
2021,55,14,2,2,2,1,2,5,80640,1.318313383,2,50,1
2021,25,10,0,1,1,3,2,3,336,2.45082806,2,18,0
2021,61,20,4,1,1,7,2,3,107520,0.504465847,2,60,0
2021,77,20,3,1,3,2,1,3,21840,0.929095551,2,70,0
2021,67,13,1,1,1,7,1,,15960,0.971252471,2,60,
2021,,18,4,1,3,3,1,3,5040,0.405198399,2,,0
2021,27,16,4,2,1,5,1,,67200,0.804944976,2,18,
2021,50,18,4,2,1,2,1,,107520,0.473518114,2,50,
2021,72,16,3,1,1,0,2,1,45360,0.509259199,2,70,0
2021,71,16,3,1,1,6,1,4,94080,0.2546296,2,70,1
2021,56,16,4,2,1,0,2,1,168736.297,0.406427425,2,50,0
2021,35,16,3,2,1,1,2,2,36960,0.265997677,2,30,0
2021,72,12,1,2,1,0,2,,36960,0.798667807,2,70,
2021,35,14,1,1,1,1,2,2,,1.285383324,2,30,0
2021,46,16,3,1,3,3,1,3,,0.599835467,2,40,0
2021,28,16,3,1,1,7,1,,107520,1.924818537,2,18,
2021,32,7,0,1,3,0,1,5,12600,1.159289787,2,30,1
2021,32,20,4,1,1,7,1,,45360,0.590202878,2,30,
2021,43,14,1,2,1,3,2,,12600,0.515629718,2,40,
2021,34,11,4,2,1,2,2,4,36960,0.56199024,2,30,1
2021,47,16,3,2,1,6,2,3,168736.297,0.571209755,2,40,0
2021,59,18,3,2,1,5,2,3,80640,0.548526108,2,50,0
2021,,16,3,1,1,3,2,4,14280,0.687310819,2,,1
2021,,12,1,1,3,3,1,5,9240,0.408337449,2,,1
2021,46,15,1,1,1,1,2,5,45360,0.772050522,2,40,1
2021,69,18,4,2,1,0,1,1,168736.297,0.989872214,2,60,0
2021,62,19,4,2,1,3,1,2,55440,0.548526108,2,60,0
2021,55,13,1,2,1,2,2,4,21840,1.431559299,2,50,1
2021,,10,0,,1,3,,4,7560,0.969894277,2,,1
2021,78,12,1,2,1,3,2,4,9240,1.077904975,2,70,1
2021,72,12,1,2,1,2,2,3,15960,0.963441162,2,70,0
2021,71,12,1,2,1,0,2,,30240,0.538952487,2,70,
2021,85,12,1,2,1,3,1,,45360,0.538952487,2,80,
2021,76,17,2,1,1,0,2,2,94080,1.195842434,2,70,0
2021,35,16,4,1,2,1,,1,67200,1.760450184,2,30,0
2021,54,14,1,2,1,4,2,3,9240,1.067759299,2,50,0
2021,28,17,3,1,3,2,1,3,36960,1.525007535,2,18,0
2021,77,14,1,2,1,7,2,5,,0.963441162,2,70,1
2021,69,14,2,1,1,7,2,4,107520,1.195842434,2,60,1
2021,77,18,4,1,1,0,2,,45360,0.343655409,2,70,
2021,60,20,4,2,1,1,1,1,55440,0.274263054,2,60,0
2021,,12,1,2,1,3,2,5,30240,1.111915218,2,,1
2021,,,0,,1,6,,,,3.49212965,2,,
2021,75,12,1,2,1,6,2,2,30240,0.963441162,2,70,0
2021,43,15,2,1,1,6,2,5,107520,1.380131402,2,40,1
2021,75,12,1,1,1,4,2,,25200,1.793763651,2,70,
2021,76,18,4,2,1,0,2,1,67200,0.494936107,2,70,0
2021,31,17,1,2,1,0,2,,21840,0.546984269,2,30,
2021,47,12,1,1,1,2,2,2,15960,1.380131402,2,40,0
2021,48,18,4,1,1,0,2,,168736.297,1.063495453,2,40,
2021,,13,1,2,1,1,1,2,30240,1.82073236,2,,0
2021,38,18,4,2,1,6,1,,,0.502311931,2,30,
2021,23,12,1,2,1,1,1,3,7560,1.82073236,2,18,0
2021,31,16,4,2,1,0,1,3,25200,0.641751448,2,30,0
2021,47,13,1,1,3,3,2,,45360,1.555667268,2,40,
2021,89,16,3,1,1,6,1,3,25200,1.030966228,2,80,0
2021,60,15,1,1,1,5,2,,30240,1.776880025,2,60,
2021,89,11,0,1,1,3,2,,21840,0.857419638,2,80,
2021,53,13,1,1,1,3,2,,18480,1.325324191,2,50,
2021,62,12,1,1,1,2,2,2,107520,0.662662096,2,60,0
2021,60,12,1,2,1,6,2,,45360,0.954372866,2,60,
2021,54,12,1,2,1,3,2,,9240,1.067759299,2,50,
2021,73,16,3,2,1,4,2,3,12600,0.242457899,2,70,0
2021,25,15,1,2,1,4,2,4,21840,1.594439433,2,18,1
2021,42,13,1,2,1,3,2,,,1.111915218,2,40,
2021,49,12,1,2,1,1,2,,18480,0.92174896,2,40,
2021,37,14,2,2,1,3,2,3,15960,0.517790291,2,30,0
2021,30,12,1,2,1,1,1,2,10920,0.876531517,2,30,0
2021,67,17,3,2,1,0,2,2,18480,0.229517288,2,60,0
2021,37,19,4,2,1,3,2,,5040,0.475502232,2,30,
2021,26,15,2,1,1,7,2,,30240,0.820290677,2,18,
2021,55,20,4,1,1,0,1,1,2352,0.282200028,2,50,0
2021,70,13,1,2,1,2,2,,45360,0.798667807,2,70,
2021,,14,2,2,1,6,2,4,67200,0.960365609,2,,1
2021,32,18,4,1,1,3,1,,36960,0.709694997,2,30,
2021,33,14,1,1,1,1,2,,45360,1.381490183,2,30,
2021,38,14,1,2,1,4,2,5,,1.245243602,2,30,1
2021,42,16,3,2,1,4,2,3,94080,0.569386306,2,40,0
2021,68,18,4,2,1,6,1,3,67200,1.103940878,2,60,0
2021,70,20,4,1,1,5,2,,80640,0.61236351,2,70,
2021,67,14,3,2,2,0,2,4,25200,0.3065873,2,60,1
2021,89,14,1,1,1,0,2,3,55440,0.666823115,2,80,0
2021,49,16,3,1,1,6,2,4,67200,1.186048146,2,40,1
2021,57,14,2,1,1,6,1,,55440,1.180805177,2,50,
2021,25,12,1,2,2,3,2,2,,3.024245962,2,18,0
2021,68,18,3,2,1,2,2,2,30240,0.27598522,2,60,0
2021,65,16,3,2,1,5,2,4,25200,0.273387535,2,60,1
2021,,11,0,2,1,6,1,5,7560,1.405623039,2,,1
2021,58,15,4,2,1,6,2,,55440,0.488712477,2,50,
2021,66,12,1,2,1,6,2,4,10920,0.960365609,2,60,1
2021,,13,1,,1,6,,3,94080,1.180805177,2,,0
2021,67,17,3,1,1,5,2,5,168736.297,0.61236351,2,60,1
2021,55,15,2,2,1,3,2,,5040,0.532175368,2,50,
2021,57,14,2,2,1,3,2,4,9240,0.532175368,2,50,1
2021,,16,3,,1,4,,3,,0.273387535,2,,0
2021,64,12,1,1,1,2,1,2,7560,1.180805177,2,60,0
2021,55,16,3,1,1,7,1,4,45360,0.537251411,2,50,1
2021,39,16,1,2,1,3,1,,36960,1.478650974,2,30,
2021,27,17,3,2,1,3,1,,14280,0.361566969,2,18,
2021,27,16,3,1,1,4,2,2,55440,1.024956874,2,18,0
2021,81,12,1,2,1,3,2,3,30240,0.475814045,2,80,0
2021,57,12,1,2,1,3,2,,30240,0.842567805,2,50,
2021,42,20,4,2,1,2,1,2,168736.297,0.504292364,2,40,0
2021,56,12,1,2,1,6,2,5,18480,0.842567805,2,50,1
2021,55,12,1,2,1,3,2,3,15960,0.842567805,2,50,0
2021,30,14,2,2,1,3,2,3,,1.436738102,2,30,0
2021,22,13,1,2,2,1,2,,,2.678505141,2,18,
2021,51,15,1,2,1,6,,5,7560,0.471335492,2,50,1
2021,65,16,3,2,1,0,2,3,168736.297,0.734925696,2,60,0
2021,57,12,1,2,1,3,2,3,67200,1.278686889,2,50,0
2021,79,12,1,1,1,4,2,,,1.068141602,2,70,
2021,52,17,3,2,1,5,2,3,67200,0.437922132,2,50,0
2021,73,15,1,1,1,7,2,2,25200,0.597522294,2,70,0
2021,78,11,1,2,1,6,2,4,5040,0.481399185,2,70,1
2021,38,16,1,1,1,3,2,,45360,1.384989719,2,30,
2021,45,14,1,2,1,4,2,2,55440,1.111173367,2,40,0
2021,,13,1,2,2,3,1,,6048,1.019135725,2,,
2021,28,12,1,2,2,3,2,,15960,0.8774484,2,18,
2021,68,12,1,2,2,0,2,3,14280,0.519464594,2,60,0
2021,35,18,3,1,1,5,2,3,55440,0.617728268,2,30,0
2021,29,12,1,2,1,5,2,3,,1.411978117,2,18,0
2021,64,16,1,1,2,0,2,3,30240,1.14175341,2,60,0
2021,62,15,3,2,2,0,1,3,36960,0.472549704,2,60,0
2021,34,9,0,1,1,4,2,,18480,1.969069662,2,30,
2021,43,16,3,2,1,5,2,,25200,0.277241368,2,40,
2021,30,17,2,2,1,6,2,,55440,1.411978117,2,30,
2021,57,15,1,2,1,0,2,,30240,1.656094874,2,50,
2021,45,12,1,1,2,3,2,3,,1.48826815,2,40,0
2021,37,14,1,2,1,3,2,3,36960,0.484389562,2,30,0
2021,,,0,,2,0,,3,,2.270829765,2,,0
2021,62,14,3,2,1,3,2,3,55440,0.237960264,2,60,0
2021,41,14,1,2,2,0,2,3,2352,1.360844703,2,40,0
2021,89,6,0,1,2,0,2,3,,2.142116667,2,80,0
2021,46,16,1,1,1,2,1,,336,1.520508994,2,40,
2021,53,16,4,2,1,6,2,5,,0.482786704,2,50,1
2021,45,12,1,2,2,0,2,3,,1.360844703,2,40,0
2021,73,12,1,2,1,5,2,5,9240,0.530717926,2,70,1
2021,,12,1,1,1,4,1,3,,1.112700172,2,,0
2021,85,15,1,1,1,6,2,3,12600,2.621092206,2,80,0
2021,60,10,1,2,1,3,2,3,,0.93979117,2,60,0
2021,36,12,1,2,1,3,1,3,36960,1.230144682,2,30,0
2021,33,14,2,2,1,2,1,2,36960,1.099514382,2,30,0
2021,69,12,1,1,1,5,2,5,55440,1.177571367,2,60,1
2021,70,13,1,1,1,3,2,5,15960,1.177571367,2,70,1
2021,52,15,2,1,1,3,1,3,45360,1.305074795,2,50,0
2021,37,12,1,1,3,2,2,3,,0.48928176,2,30,0
2021,50,10,0,2,2,2,2,,336,0.950265944,2,50,
2021,,17,3,2,1,3,1,3,18480,0.53505702,2,,0
2021,49,14,2,2,1,6,2,5,6048,0.584446229,2,40,1
2021,66,12,1,1,1,4,2,,30240,1.12362544,2,60,
2021,63,19,4,1,1,0,2,3,30240,0.639725511,2,60,0
2021,67,12,1,2,1,6,2,5,,0.905258894,2,60,1
2021,,18,4,2,1,7,2,,,0.460669678,2,,
2021,41,16,3,1,1,5,2,,55440,0.745327698,2,40,
2021,44,15,2,1,1,3,2,5,45360,0.725426346,2,40,1
2021,64,20,4,1,1,0,2,1,30240,0.639725511,2,60,0
2021,80,18,4,2,1,0,2,2,25200,0.260148919,2,80,0
2021,51,20,4,1,1,3,1,2,55440,1.137570113,2,50,0
2021,71,16,4,1,1,0,1,1,45360,0.322902039,2,70,0
2021,40,16,4,2,1,1,2,1,55440,0.301498021,2,40,0
2021,48,13,1,1,1,2,2,2,94080,1.296785186,2,40,0
2021,27,16,3,1,1,5,1,,168736.297,0.545426736,2,18,
2021,39,12,0,1,3,3,1,3,14280,1.867383279,2,30,0
2021,44,12,1,1,1,0,2,3,,0.725426346,2,40,0
2021,25,17,4,2,1,0,2,,168736.297,0.878855865,2,18,
2021,37,13,1,2,1,3,2,,30240,1.17379031,2,30,
2021,55,16,3,2,1,6,1,5,168736.297,0.460669678,2,50,1
2021,,18,4,1,1,0,1,3,67200,0.76558608,2,,0
2021,81,20,4,1,1,3,1,3,45360,0.577225495,2,80,0
2021,46,12,1,2,1,4,2,4,45360,1.753338688,2,40,1
2021,71,16,4,1,1,2,2,2,168736.297,0.322902039,2,70,0
2021,66,18,4,2,1,0,2,,55440,0.260148919,2,60,
2021,71,19,4,1,1,0,1,3,55440,0.577225495,2,70,0
2021,,18,4,1,3,2,1,3,107520,1.220476558,2,,0
2021,56,16,3,1,1,2,1,,168736.297,0.857688624,2,50,
2021,23,14,1,2,1,2,2,4,,1.710778227,2,18,1
2021,49,16,3,1,1,2,1,,107520,0.666180601,2,40,
2021,74,18,4,1,1,0,1,3,67200,1.14837912,2,70,0
2021,63,16,1,1,3,0,1,1,107520,2.585561573,2,60,0
2021,30,16,4,1,3,1,1,2,107520,3.557645185,2,30,0
2021,27,18,4,2,1,4,2,,45360,0.878855865,2,18,
2021,47,12,,2,1,1,2,3,14280,0.711855332,2,40,0
2021,69,16,4,2,1,3,2,,55440,0.465046887,2,60,
2021,31,18,4,2,3,3,2,1,25200,0.74136513,2,30,0
2021,,,0,,1,,,3,,1.312495895,2,,0
2021,60,18,4,1,1,3,1,4,80640,1.137570113,2,60,1
2021,,18,4,1,1,3,2,,30240,0.319862755,2,,
2021,55,18,4,1,1,0,2,1,25200,0.319862755,2,50,0
2021,47,19,4,2,1,1,2,3,67200,0.536714364,2,40,0
2021,38,13,1,2,1,1,2,,30240,1.049144337,2,30,
2021,,16,4,2,1,3,2,2,,0.260148919,2,,0
2021,71,12,1,2,1,0,2,2,3024,0.905258894,2,70,0
2021,35,18,4,2,1,3,1,3,94080,0.602996041,2,30,0
2021,75,8,0,2,1,3,2,,6048,0.741191365,2,70,
2021,,12,1,2,1,0,2,,14280,0.501638626,2,,
2021,60,12,0,2,1,3,2,4,3696,1.312495895,2,60,1
2021,,16,3,2,1,3,2,,168736.297,0.916493545,2,,
2021,80,15,1,2,1,2,2,2,107520,1.012810231,2,80,0
2021,39,18,4,1,1,4,1,3,36960,0.887271371,2,30,0
2021,,15,4,2,1,7,2,,45360,0.257700292,2,,
2021,61,16,3,1,3,0,1,,168736.297,1.564772291,2,60,
2021,57,16,3,1,1,0,2,1,30240,0.959588266,2,50,0
2021,73,12,1,2,1,6,2,2,30240,0.905258894,2,70,0
2021,53,12,1,1,1,5,2,,,1.669574137,2,50,
2021,20,12,1,2,1,2,2,2,45360,1.710778227,2,18,0
2021,58,14,2,1,1,3,1,,6048,0.622643893,2,50,
2021,61,10,0,1,1,6,2,,336,1.629096148,2,60,
2021,35,14,2,2,1,7,2,5,55440,1.17379031,2,30,1
2021,58,12,1,2,1,1,2,,21840,1.793476466,2,50,
2021,55,16,3,2,3,2,2,3,80640,0.422356065,2,50,0
2021,59,16,3,2,1,4,2,4,55440,0.460669678,2,50,1
2021,36,16,3,2,1,2,2,3,25200,0.538963285,2,30,0
2021,31,16,3,1,1,5,2,,67200,0.668972006,2,30,
2021,62,20,3,2,1,0,2,,30240,0.460669678,2,60,
2021,62,18,4,1,1,3,2,3,12600,0.571792416,2,60,0
2021,40,12,1,2,1,6,2,3,,2.098288674,2,40,0
2021,45,18,4,2,1,1,2,2,168736.297,0.355927666,2,40,0
2021,75,17,3,2,1,3,2,4,25200,0.465046887,2,70,1
2021,74,16,4,1,1,2,2,2,80640,0.577225495,2,70,0
2021,51,15,1,2,1,5,2,,45360,1.345107349,2,50,
2021,89,16,3,1,1,4,2,,45360,0.322902039,2,80,
2021,71,16,4,2,1,0,1,2,107520,0.465046887,2,70,0
2021,71,18,4,1,1,4,2,3,94080,0.577225495,2,70,0
2021,58,20,4,1,1,5,2,3,168736.297,1.143584831,2,50,0
2021,51,17,4,2,1,0,2,2,45360,0.683586426,2,50,0
2021,51,16,4,2,1,2,2,3,168736.297,0.921339356,2,50,0
2021,61,16,3,2,1,3,2,,,0.460669678,2,60,
2021,,13,1,2,1,5,2,,,0.896738233,2,,
2021,42,12,1,1,2,6,2,5,14280,0.935991922,2,40,1
2021,64,12,1,1,1,6,2,3,80640,1.245287787,2,60,0
2021,55,12,1,2,1,3,1,3,,0.501638626,2,50,0
2021,73,18,4,2,2,0,1,4,55440,0.633174981,2,70,1
2021,82,12,1,2,1,0,2,,12600,0.543523926,2,80,
2021,55,12,1,1,3,1,1,,36960,2.488826455,2,50,
2021,40,20,4,2,2,1,1,,,0.718957768,2,40,
2021,33,16,3,2,1,2,1,3,168736.297,0.73904882,2,30,0
2021,82,18,4,1,1,6,2,,80640,1.061195576,2,80,
2021,58,15,1,1,1,0,1,,67200,0.763129778,2,50,
2021,83,16,3,2,1,1,2,3,,0.318845794,2,80,0
2021,41,17,4,1,1,1,2,,55440,0.399979606,2,40,
2021,38,12,1,2,2,0,2,5,14280,1.428440796,2,30,1
2021,,,,,2,,,,,0.350866508,2,,
2021,63,14,2,1,1,5,2,,80640,2.04627678,2,60,
2021,,14,2,2,2,0,1,3,,1.619351823,2,,0
2021,73,18,4,2,1,0,2,,80640,0.637691588,2,70,
2021,74,16,4,2,1,2,1,2,67200,0.318845794,2,70,0
2021,62,17,3,2,1,6,2,5,67200,0.564609648,2,60,1
2021,51,18,3,2,1,5,2,,67200,0.748853422,2,50,
2021,58,20,4,2,1,4,1,3,168736.297,0.564609648,2,50,0
2021,29,14,2,2,1,1,1,,,2.096777664,2,18,
2021,36,16,3,2,3,2,1,3,168736.297,1.20514512,2,30,0
2021,64,17,3,1,3,3,1,3,55440,1.278279866,2,60,0
2021,77,15,1,1,1,6,2,4,55440,1.37714678,2,70,1
2021,54,16,4,1,1,6,2,3,168736.297,0.700804784,2,50,0
2021,37,14,1,2,1,1,2,3,45360,1.285860656,2,30,0
2021,76,17,3,2,1,4,2,3,45360,0.318845794,2,70,0
2021,68,14,2,1,1,3,2,3,94080,1.37714678,2,60,0
2021,52,14,1,1,1,3,1,4,67200,1.584468306,2,50,1
2021,59,18,4,1,3,3,1,3,168736.297,1.917828704,2,50,0
2021,42,15,3,1,3,2,1,2,,1.489608516,2,40,0
2021,47,16,3,2,3,1,1,3,168736.297,1.200116436,2,40,0
2021,53,16,3,1,3,3,1,2,94080,1.278552469,2,50,0
2021,58,16,3,1,1,0,2,,168736.297,0.784065486,2,50,
2021,63,14,1,2,2,1,2,3,21840,0.682995707,2,60,0
2021,61,16,3,2,3,4,1,,80640,1.353078418,2,60,
2021,64,14,1,2,1,5,1,3,55440,1.07681612,2,60,0
2021,38,19,4,2,1,1,1,,,1.314188408,2,30,
2021,68,11,0,2,,0,1,4,6048,0.729356809,2,60,1
2021,28,13,1,2,2,0,1,3,7560,1.019888368,2,18,0
2021,61,8,0,2,2,3,2,3,336,4.64430435,2,60,0
2021,36,15,1,2,2,2,2,,7560,0.799074972,2,30,
2021,53,12,1,1,1,3,1,5,12600,0.66828285,2,50,1
2021,31,13,1,2,2,0,1,,,1.399521065,2,30,
2021,38,19,4,2,3,3,2,1,12600,0.490107847,2,30,0
2021,56,16,3,1,1,5,1,,,0.929491841,2,50,
2021,31,17,4,1,3,2,1,2,168736.297,0.74792511,2,30,0
2021,33,16,3,1,1,0,2,2,9240,1.37598326,2,30,0
2021,33,16,3,1,3,0,2,2,168736.297,1.892718922,2,30,0
2021,23,17,4,2,1,1,2,,67200,0.53857517,2,18,
2021,,16,4,1,1,0,1,3,80640,0.668490269,2,,0
2021,29,16,3,1,1,1,2,2,168736.297,1.336980539,2,18,0
2021,,16,3,1,3,3,1,3,,1.366010493,2,,0
2021,,19,4,1,1,0,1,2,168736.297,1.087464619,2,,0
2021,48,17,3,1,3,3,1,,336,0.530501201,2,40,
2021,46,19,4,2,2,7,2,1,107520,0.817571045,2,40,0
2021,45,7,0,1,3,2,1,3,45360,1.350950446,2,40,0
2021,21,13,1,1,3,3,1,3,336,1.139549158,2,18,0
2021,19,12,1,1,3,3,1,3,55440,5.369889852,2,18,0
2021,,14,1,1,1,2,,,168736.297,0.792234153,2,,
2021,50,15,1,2,1,1,1,,80640,1.698347158,2,50,
2021,25,12,0,2,3,2,1,2,168736.297,6.159928638,2,18,0
2021,,,0,,1,,,,,0.998332912,2,,
2021,54,14,1,2,2,0,1,3,45360,1.365991415,2,50,0
2021,21,14,2,1,3,3,1,,,5.369889852,2,18,
2021,27,16,2,2,1,0,2,5,107520,3.145166497,2,18,1
2021,,14,1,1,1,3,2,,,1.37714678,2,,
2021,38,14,1,1,1,6,2,5,55440,0.892828314,2,30,1
2021,68,12,1,2,1,0,2,,94080,1.664265947,2,60,
2021,49,18,4,1,1,7,2,3,168736.297,0.456747241,2,40,0
2021,80,18,4,1,1,5,2,3,168736.297,0.707463718,2,80,0
2021,72,14,2,2,1,2,2,,94080,1.109510631,2,70,
2021,63,13,2,2,1,2,2,3,36960,1.229644674,2,60,0
2021,34,17,4,1,1,2,2,3,94080,0.81991081,2,30,0
2021,51,14,1,1,1,5,2,5,107520,1.36418452,2,50,1
2021,52,16,3,1,1,0,2,3,168736.297,0.700804784,2,50,0
2021,84,12,1,2,1,7,2,3,45360,0.620664279,2,80,0
2021,81,20,4,1,1,0,1,,94080,0.707463718,2,80,
2021,31,16,3,2,1,1,1,3,94080,0.660568483,2,30,0
2021,41,16,1,2,1,3,2,3,94080,1.280495171,2,40,0
2021,60,14,2,2,1,2,2,3,55440,1.09906747,2,60,0
2021,,16,3,1,1,4,2,5,,0.700804784,2,,1
2021,46,12,1,2,1,3,1,5,1344,1.432627304,2,40,1
2021,41,12,1,1,1,4,2,5,67200,2.384064315,2,40,1
2021,40,16,3,1,1,0,2,1,30240,0.458661087,2,40,0
2021,65,18,4,1,1,2,2,2,94080,0.700804784,2,60,0
2021,28,14,2,1,1,0,1,,9240,2.602562362,2,18,
2021,46,16,3,1,1,0,1,,45360,0.456747241,2,40,
2021,67,19,4,1,1,2,2,2,94080,0.707463718,2,60,0
2021,38,13,1,2,3,2,2,5,10920,0.506155962,2,30,1
2021,47,14,2,2,1,6,1,,94080,2.560990342,2,40,
2021,28,16,3,1,1,2,2,2,45360,0.668490269,2,18,0
2021,81,12,1,2,1,3,2,3,55440,1.109510631,2,80,0
2021,72,16,3,1,1,6,2,5,30240,0.707463718,2,70,1
2021,63,16,3,1,1,6,2,3,,0.392032743,2,60,0
2021,,12,1,2,1,3,2,3,45360,0.549533735,2,,0
2021,36,15,2,1,2,3,1,,18480,2.059308668,2,30,
2021,83,18,4,2,1,2,2,,36960,0.318845794,2,80,
2021,33,13,2,2,,3,2,,25200,0.506155962,2,30,
2021,34,11,1,2,2,0,2,2,15960,1.598149945,2,30,0
2021,,,,1,3,5,2,4,,1.58937621,2,,1
2021,81,14,1,1,1,6,2,,9240,0.68857339,2,80,
2021,70,17,3,1,1,6,2,,25200,0.707463718,2,70,
2021,57,12,1,2,1,2,2,4,55440,1.09906747,2,50,1
2021,42,13,1,1,1,3,2,5,55440,1.58937621,2,40,1
2021,39,16,4,2,1,0,1,2,168736.297,0.660568483,2,30,0
2021,23,11,0,2,1,3,2,3,,3.068913509,2,18,0
2021,63,19,4,2,1,3,2,,36960,0.315844689,2,60,
2021,41,12,1,1,1,4,2,3,80640,1.58937621,2,40,0
2021,,10,1,2,1,3,2,2,12600,2.459289347,2,,0
2021,63,12,1,2,1,5,2,3,36960,1.648601205,2,60,0
2021,83,12,1,1,1,6,2,5,30240,0.770380913,2,80,1
2021,73,12,1,2,1,3,2,,,0.620664279,2,70,
2021,,15,2,1,,7,2,3,,0.889102828,2,,0
2021,73,14,1,2,1,6,2,3,,1.109510631,2,70,0
2021,72,13,1,2,1,6,2,,15960,1.109510631,2,70,
2021,50,14,1,2,1,1,2,4,7560,1.432627304,2,50,1
2021,,16,3,2,1,6,2,3,,0.986718214,2,,0
2021,45,15,3,1,1,5,2,5,168736.297,0.816489585,2,40,1
2021,52,14,1,2,1,5,2,3,67200,1.229644674,2,50,0
2021,65,16,3,2,1,5,2,3,168736.297,0.564609648,2,60,0
2021,,16,4,2,1,0,1,3,,0.315844689,2,,0
2021,45,12,1,1,1,6,2,5,30240,0.889102828,2,40,1
2021,68,12,1,1,1,0,2,3,36960,1.37714678,2,60,0
2021,41,18,4,2,1,1,2,3,168736.297,0.657812143,2,40,0
2021,,18,4,1,2,1,1,,,0.785909446,2,,
2021,33,16,3,1,1,3,1,3,55440,0.458661087,2,30,0
2021,43,14,2,2,1,3,2,3,30240,1.432627304,2,40,0
2021,72,12,1,1,1,5,2,5,36960,1.37714678,2,70,1
2021,89,12,1,2,1,1,2,2,6048,0.620664279,2,80,0
2021,59,12,1,2,1,3,2,3,6048,1.09906747,2,50,0
2021,29,10,0,1,1,5,2,,30240,3.404694373,2,18,
2021,64,20,4,1,1,5,2,2,107520,0.700804784,2,60,0
2021,44,14,1,2,1,4,2,,55440,1.920742757,2,40,
2021,42,15,1,1,1,4,2,3,55440,3.556411311,2,40,0
2021,41,,1,1,1,3,2,,,1.778205656,2,40,
2021,76,20,4,2,1,0,2,3,30240,0.637691588,2,70,0
2021,59,12,1,2,1,5,2,3,80640,1.09906747,2,50,0
2021,65,19,4,1,1,6,2,,,0.350402392,2,60,
2021,81,18,4,1,1,1,2,,168736.297,0.707463718,2,80,
2021,52,17,3,1,1,0,2,,107520,0.700804784,2,50,
2021,34,16,3,1,1,1,2,1,36960,0.458661087,2,30,0
2021,19,11,0,2,1,0,1,3,,6.137827019,2,18,0
2021,41,16,3,2,1,1,1,4,168736.297,0.657812143,2,40,1
2021,59,15,1,1,1,0,2,,168736.297,0.763129778,2,50,
2021,,12,,2,1,6,2,,,0.284987239,2,,
2021,66,16,4,2,1,0,2,,168736.297,0.569974477,2,60,
2021,29,16,3,1,1,7,1,1,80640,1.336980539,2,18,0
2021,68,20,4,1,1,0,2,1,168736.297,0.707463718,2,60,0
2021,30,16,4,1,1,3,1,3,55440,1.195005232,2,30,0
2021,61,16,3,2,1,5,2,3,80640,0.947534066,2,60,0
2021,,16,3,,3,,1,1,,1.49585022,2,,0
2021,72,16,1,1,1,5,2,,36960,1.37714678,2,70,
