year,age,income,vpsu,vstrat,wtssnrps,education_cat_High school or less,education_cat_Master's,education_cat_No schooling,education_cat_Ph. D/Doctorate,president_cat_Trump,sex_cat_Male,race_cat_Other,race_cat_White,party_cat_Independent,party_cat_Republican,language_cat_Yes,attitude_cat_Increased a lot,attitude_cat_Reduced a little,attitude_cat_Reduced a lot,attitude_cat_Remained the same,immigration_cat_Stay same and Increase
2016,57.0,17242.5,1,3236,2.917816283,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2016,50.0,116160.0,1,3236,1.077654787,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2016,25.0,59895.0,1,3236,3.241676981,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
2016,59.0,9982.5,1,3236,2.326357416,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2016,73.0,32670.0,2,3236,1.353644641,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,60.0,39930.0,2,3236,1.597044579,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
2016,66.0,,2,3236,0.950613153,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2016,84.0,,2,3236,3.273725046,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2016,57.0,11797.5,2,3236,0.646743426,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
2016,68.0,72600.0,2,3236,1.03737029,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
2016,35.0,39930.0,2,3236,1.001154654,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2016,28.0,101640.0,2,3236,1.397061491,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2016,35.0,,2,3236,0.575481642,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2016,42.0,101640.0,2,3236,0.380039797,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,38.0,13612.5,1,3237,0.961793064,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2016,69.0,59895.0,1,3237,0.422224058,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2016,68.0,27225.0,1,3237,0.708039746,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2016,44.0,49005.0,1,3237,0.398220864,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2016,67.0,59895.0,1,3237,0.587297946,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2016,28.0,6534.0,1,3237,0.985754388,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,45.0,116160.0,1,3237,0.542839394,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
2016,62.0,9982.5,1,3237,0.375080171,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2016,68.0,101640.0,1,3237,0.244185375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,34.0,59895.0,1,3237,0.788408257,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2016,32.0,39930.0,1,3237,0.488513361,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2016,24.0,87120.0,1,3237,0.787248333,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2016,31.0,32670.0,1,3237,0.34859039,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
2016,32.0,32670.0,1,3237,0.229038715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,22.0,13612.5,1,3237,1.876125999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,25.0,39930.0,1,3237,0.238483942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016,34.0,49005.0,1,3237,0.398046203,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2016,35.0,8167.5,1,3237,0.570602604,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016,60.0,32670.0,2,3237,0.163061142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,64.0,49005.0,2,3237,0.328717325,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2016,26.0,23595.0,2,3237,0.314462535,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,30.0,15427.5,2,3237,0.645251423,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1
2016,63.0,72600.0,2,3237,0.61037525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,46.0,116160.0,2,3237,0.765310975,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0
2016,24.0,6534.0,2,3237,0.671712834,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
2016,32.0,15427.5,2,3237,1.052678433,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1
2016,61.0,11797.5,2,3237,0.375080171,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
2016,57.0,163843.847,2,3237,1.094706509,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
2016,40.0,87120.0,2,3237,1.290017853,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2016,42.0,,2,3237,1.306288012,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,64.0,39930.0,2,3237,0.620307147,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2016,50.0,1452.0,2,3237,1.068811893,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2016,41.0,87120.0,2,3237,0.812979461,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
2016,58.0,87120.0,2,3237,1.839883683,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
2016,71.0,72600.0,2,3237,1.637657566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,58.0,87120.0,2,3237,0.704148056,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2016,55.0,72600.0,2,3237,0.800302117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2016,65.0,59895.0,2,3237,1.080812734,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,27.0,116160.0,2,3237,1.677744066,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0
2016,43.0,27225.0,2,3237,0.408152092,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2016,29.0,11797.5,2,3237,1.466348613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2016,56.0,87120.0,2,3237,1.146781453,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2016,67.0,39930.0,2,3237,0.682814225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2016,21.0,72600.0,2,3237,1.252708447,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2016,69.0,32670.0,2,3237,0.4331407,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2016,62.0,32670.0,1,3238,0.585968716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2016,23.0,49005.0,1,3238,0.948695323,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2016,43.0,116160.0,1,3238,0.526764112,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
2016,46.0,39930.0,1,3238,0.624129377,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016,34.0,101640.0,1,3238,0.726127022,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2016,40.0,116160.0,1,3238,1.213979649,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1
2016,56.0,32670.0,1,3238,0.363972798,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2016,25.0,49005.0,1,3238,1.013531269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,77.0,23595.0,1,3238,1.232161547,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,30.0,39930.0,1,3238,2.035124426,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,70.0,27225.0,1,3238,0.420313962,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2016,70.0,32670.0,1,3238,0.365299905,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,79.0,39930.0,1,3238,0.569906098,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2016,59.0,15427.5,1,3238,0.599957263,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,61.0,101640.0,1,3238,1.062288603,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2016,68.0,39930.0,1,3238,1.096039313,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
2016,29.0,32670.0,1,3238,0.305150252,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,31.0,9982.5,1,3238,0.366357519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,32.0,23595.0,1,3238,0.639100217,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2016,27.0,11797.5,1,3238,0.609445131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,47.0,15427.5,1,3238,0.42296093,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,35.0,17242.5,1,3238,0.953335722,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2016,54.0,32670.0,1,3238,0.36702164,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2016,54.0,5445.0,1,3238,0.404461348,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016,31.0,11797.5,1,3238,0.522396891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,55.0,59895.0,1,3238,1.59900604,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2016,61.0,23595.0,1,3238,0.208643602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,26.0,27225.0,1,3238,1.271574638,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,60.0,87120.0,1,3238,0.799293683,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2016,60.0,5445.0,1,3238,0.31898291,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016,25.0,15427.5,1,3238,1.133357586,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2016,56.0,39930.0,2,3238,0.608403509,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2016,57.0,13612.5,2,3238,0.302416857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,49.0,363.0,2,3238,0.550504571,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016,82.0,13612.5,2,3238,0.999148014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,53.0,23595.0,2,3238,0.511810893,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016,22.0,11797.5,2,3238,0.548593452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,29.0,49005.0,2,3238,2.30147789,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2016,50.0,59895.0,2,3238,0.871894728,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2016,35.0,19965.0,2,3238,0.433582066,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2016,56.0,27225.0,2,3238,0.460576131,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2016,82.0,13612.5,2,3238,0.777204387,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,39.0,,2,3238,1.742564314,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2016,50.0,39930.0,2,3238,1.027285562,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016,50.0,13612.5,2,3238,0.403645314,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2016,22.0,49005.0,2,3238,1.434991236,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2016,52.0,17242.5,2,3238,0.654343531,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,66.0,39930.0,2,3238,2.065340295,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
2016,38.0,39930.0,2,3238,1.248467947,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,39.0,49005.0,2,3238,2.614931631,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2016,38.0,23595.0,2,3238,0.613697894,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
2016,62.0,116160.0,2,3238,0.74770395,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2016,43.0,59895.0,2,3238,1.430044869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,53.0,39930.0,2,3238,0.95740247,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2016,39.0,39930.0,2,3238,1.414364869,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,23.0,163843.847,2,3238,0.404796892,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2016,69.0,32670.0,2,3238,0.458415522,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2016,56.0,49005.0,2,3238,2.879024949,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2016,77.0,27225.0,2,3238,0.836266808,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
2016,77.0,9982.5,2,3238,0.742013009,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
2016,61.0,87120.0,2,3238,1.217688424,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2016,39.0,72600.0,2,3238,1.816977722,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016,83.0,17242.5,2,3238,0.528316487,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016,65.0,49005.0,2,3238,1.957182792,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
2016,27.0,116160.0,2,3238,0.590348654,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2016,59.0,8167.5,1,3239,0.314214272,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2016,63.0,49005.0,1,3239,0.628397203,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2016,50.0,13612.5,1,3239,0.584952584,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2016,72.0,19965.0,1,3239,2.151859785,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2016,42.0,,1,3239,0.918308383,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2016,52.0,163843.847,1,3239,1.463788838,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016,75.0,87120.0,1,3239,0.80389499,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,40.0,163843.847,1,3239,1.027479147,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2016,69.0,49005.0,1,3239,0.474158339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,62.0,163843.847,1,3239,0.797831187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,42.0,163843.847,1,3239,0.677045034,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2016,82.0,15427.5,1,3239,0.478130159,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
2016,74.0,,1,3239,1.272435723,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2016,83.0,5445.0,1,3239,0.667039176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,76.0,163843.847,1,3239,0.943255946,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2016,52.0,116160.0,1,3239,0.950883713,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2016,23.0,163843.847,1,3239,1.100121557,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0
2016,19.0,49005.0,1,3239,2.369112356,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2016,51.0,39930.0,1,3239,1.252235827,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,37.0,27225.0,1,3239,0.95657512,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2016,53.0,17242.5,1,3239,0.392668359,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,51.0,,1,3239,1.058912392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,28.0,49005.0,1,3239,1.94730299,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
2016,31.0,87120.0,1,3239,0.637928399,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016,43.0,72600.0,1,3239,0.441242557,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2016,89.0,23595.0,1,3239,0.49199454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2016,56.0,59895.0,1,3239,0.563607462,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2016,19.0,8167.5,1,3239,2.749115797,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2016,58.0,49005.0,1,3239,0.979159737,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2016,38.0,49005.0,1,3239,1.688479799,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2016,47.0,59895.0,1,3239,1.966000966,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2016,48.0,15427.5,1,3239,0.819692792,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016,38.0,49005.0,1,3239,1.031130841,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2016,26.0,39930.0,1,3239,0.514803656,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
2016,23.0,1452.0,1,3239,1.047537085,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2016,44.0,11797.5,1,3239,1.183910085,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2016,30.0,27225.0,1,3239,1.061478156,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
2016,,15427.5,1,3239,1.535846877,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2016,35.0,49005.0,1,3239,0.366396081,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
2016,49.0,39930.0,1,3239,0.40188664,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2016,52.0,19965.0,1,3239,0.950637902,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
2016,73.0,17242.5,1,3239,2.037559697,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
2016,52.0,39930.0,1,3239,0.373588337,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016,22.0,,1,3239,3.11193451,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2016,26.0,39930.0,1,3239,1.046782228,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
2016,42.0,1452.0,1,3239,0.633693708,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
2016,46.0,32670.0,1,3239,0.457464048,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,24.0,,1,3239,0.336728037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,27.0,23595.0,1,3239,0.887692123,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
2016,33.0,32670.0,1,3239,0.24731019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,46.0,,1,3239,0.946786579,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016,54.0,49005.0,1,3239,0.373588337,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2016,47.0,15427.5,1,3239,3.786445574,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2016,53.0,39930.0,1,3239,0.428501799,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2016,62.0,49005.0,1,3239,0.656542909,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2016,48.0,59895.0,1,3239,0.490034776,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016,41.0,72600.0,1,3239,0.793987603,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2016,32.0,72600.0,1,3239,1.309805431,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
2016,31.0,,1,3239,1.499087409,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,40.0,39930.0,1,3239,0.874312094,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2016,37.0,59895.0,1,3239,0.374957125,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016,40.0,49005.0,1,3239,0.711418117,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
2016,36.0,59895.0,1,3239,1.309805431,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
2016,47.0,116160.0,1,3239,1.833347928,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016,37.0,163843.847,1,3239,1.047535244,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2016,89.0,,1,3239,0.867291139,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2016,71.0,39930.0,1,3239,2.02256138,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2016,21.0,59895.0,1,3239,4.793557744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,80.0,19965.0,1,3239,0.399753578,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
2016,67.0,9982.5,1,3239,0.653463001,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2016,34.0,39930.0,2,3239,1.255480556,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2016,65.0,32670.0,2,3239,0.723997258,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2016,68.0,49005.0,2,3239,1.150888453,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2016,38.0,13612.5,2,3239,1.337741318,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2016,67.0,163843.847,2,3239,1.510112594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2016,59.0,32670.0,2,3239,0.917840527,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016,52.0,87120.0,2,3239,1.745098629,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016,49.0,1452.0,2,3239,0.592933103,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016,63.0,17242.5,2,3239,1.807512334,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
2016,26.0,27225.0,2,3239,1.975203798,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,70.0,23595.0,2,3239,0.927573339,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016,21.0,15427.5,2,3239,2.558719664,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
2016,69.0,27225.0,2,3239,2.24692785,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,51.0,11797.5,2,3239,0.7460515,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2016,39.0,163843.847,2,3239,2.710613229,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2016,35.0,72600.0,2,3239,0.515769111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2016,29.0,72600.0,2,3239,0.549586886,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2016,45.0,59895.0,2,3239,0.620382656,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2016,41.0,163843.847,2,3239,1.463934636,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2016,46.0,32670.0,2,3239,1.546860535,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2016,23.0,8167.5,2,3239,3.021876223,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2016,31.0,19965.0,2,3239,0.870036571,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,47.0,72600.0,2,3239,1.225446766,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,45.0,,2,3239,1.211154756,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016,58.0,101640.0,2,3239,1.17706851,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,26.0,23595.0,2,3239,0.72467976,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
2016,66.0,101640.0,1,3240,0.575633641,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,35.0,32670.0,1,3240,0.663379116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2016,41.0,32670.0,1,3240,0.630371825,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2016,44.0,59895.0,1,3240,0.594022625,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016,66.0,87120.0,1,3240,1.504384478,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2016,57.0,32670.0,1,3240,0.828543684,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2016,89.0,72600.0,1,3240,0.575633641,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2016,27.0,49005.0,1,3240,0.932027744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,43.0,39930.0,1,3240,0.475001649,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016,64.0,6534.0,1,3240,0.331531214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,44.0,17242.5,1,3240,0.75790593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,65.0,13612.5,1,3240,0.329975968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2016,24.0,15427.5,1,3240,3.338470881,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2016,72.0,2541.0,1,3240,0.841293008,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2016,22.0,9982.5,1,3240,0.488608933,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2016,57.0,116160.0,1,3240,2.717723949,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
2016,63.0,49005.0,1,3240,0.675262813,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2016,55.0,27225.0,1,3240,1.020590345,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,56.0,39930.0,1,3240,0.502648074,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2016,87.0,101640.0,1,3240,0.644620677,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2016,53.0,72600.0,1,3240,0.675262813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,36.0,163843.847,1,3240,2.795853849,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
2016,52.0,23595.0,1,3240,0.952732654,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016,37.0,27225.0,1,3240,0.539927463,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2016,75.0,59895.0,1,3240,1.272298745,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,24.0,,1,3240,1.217648036,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2016,28.0,59895.0,1,3240,1.399691251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,21.0,59895.0,1,3240,1.836772452,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
2016,48.0,6534.0,1,3240,0.568465016,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,68.0,49005.0,1,3240,1.342562062,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2016,59.0,39930.0,1,3240,0.900586221,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,40.0,39930.0,1,3240,1.100606993,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
