year,wrkstat,hrs1,hrs2,marital,martype,agewed,divorce,widowed,childs,age,degree,padeg,madeg,spdeg,major1,sex,race,born,parborn,babies,preteen,teens,adults,income,rincome,region,attend,postlife,happy,hapmar,health,manners,success,honest,clean,judgment,control,role,amicable,obeys,responsi,consider,interest,studious,mannersy,successy,honesty,cleany,judgmeny,controly,roley,amicably,obeysy,responsy,considey,interesy,studiouy,mannersz,successz,honestz,cleanz,judgmenz,controlz,rolez,amicablz,obeysz,responsz,considez,interesz,studiouz,obey,popular,thnkself,workhard,helpoth,chldsex,chldsex1,agedchld,partfull,jobinc,jobpay,sexeduc,arrest,loclived,god,racpromo,impfinan,kdeduc1,kdeduc2,kdeduc3,kdeduc4,kdeduc5,kdeduc6,kdeduc7,kdeduc8,kdeduc9,meltpot,hspasn10,immecon,immunemp,immunite,obrespct,balwkfam,hapfeel,sad,worried,showangr,angrywrk,wkfambiz,fambiz,typeorg,hlthinsr,mntlcare,immcrmup,immnew,immnojob,numcntct,numprobs,howfree,rhowfree,ethimp,ethdiff,wrktype,yearsjob,wkvsfam,famvswk,secondwk,overwork,wkracism,physhlth,height,misswork,natmeet,ownhh1,numemps,compwage,startbiz,ownbiz,numown,yearbiz,paidemps,bizgross,bizshare,owninc,whybiz,numemps5,agecmeus,marunion,hssexed,localgvt,unhappy,meovrwrk,jobvsfam,happy7,famwkbst,famwklst,educemp,hiinc,workweek,numemply,hapunhap,obeythnk,comtype,livecom1,citizen,parcit,ethclose,immimp,immcult,immeduc,immassim,chldeduc,hrdshp6,ethnic,uscitzn,famgen,talkspvs,wtssall
2012,1,30,,3,,,,2,1,55,4,1,0,,55,2,2,1,0,0,0,0,1,12,12,3,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,1,4,,,,1,3,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,1,3,5,,,,,,,,,,,,,,,,,,1,,1,,0.873987621
2012,7,,,3,,,,2,1,62,1,0,0,,,1,2,1,0,0,0,0,1,8,,3,0,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,1,,,,,,,,,,,,,,,,,,,,1,,0.41189813
2012,1,40,,1,1,,2,2,1,31,3,,1,3,50,1,1,1,0,0,0,0,2,12,12,7,7,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,3,,,,,,,,,,,,,,,,,,26,,1,,1.747975242
2012,1,40,,3,,,,2,0,54,1,1,1,,,1,1,1,0,0,0,0,1,12,12,7,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,3,,,,1,3,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,3,2,4,,,,,,,,,,,,,,,,,,11,,1,,0.41189813
2012,2,20,,5,,,,,1,21,1,2,1,,,2,1,1,0,1,0,0,2,10,6,7,0,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,2,2,3,,,,,,,,,,,,,,,,,,15,,2,,0.82379626
2012,1,57,,1,1,,2,2,0,23,1,,1,4,,1,1,1,2,1,0,0,2,2,1,7,7,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,3,2,,,,1,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,2,,0.82379626
2012,2,16,,1,1,,2,2,1,34,3,,1,4,42,2,1,1,0,0,0,0,2,12,3,7,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,1,4,,,,2,3,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,4,,,,,,,,,,,,,,,,,,17,,1,,0.82379626
2012,3,,16,5,,,,,0,45,1,1,0,,,1,1,1,0,0,0,0,2,9,1,7,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,1,2,,,,2,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,6,2,6,,,,,,,,,,,,,,,,,,17,,3,,0.82379626
2012,2,30,,5,,,,,0,28,1,,3,,,1,1,1,0,0,0,0,1,11,11,7,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,3,2,6,,,,,,,,,,,,,,,,,,24,,1,,0.41189813
2012,1,40,,1,2,,2,2,0,34,2,,3,1,54,1,1,1,0,0,0,0,2,11,11,7,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,4,2,,,,1,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,1,,0.82379626
2012,5,,,4,,,,2,1,74,1,,1,,,2,1,2,8,0,0,0,1,8,,7,7,1,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,3,4,,,,,,,,,,,,,,,,,,11,1,1,,0.41189813
2012,2,20,,5,,,,,0,25,1,1,1,,,1,1,1,0,0,0,0,1,,,7,4,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,3,1,,,,2,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,1,,0.41189813
2012,7,,,5,,,,,5,39,0,,0,,,2,3,2,8,1,3,1,2,9,3,7,0,2,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,2,3,,,,,,,,,,,,,,,,,,17,2,2,,0.82379626
2012,1,40,,5,,,,,2,38,0,0,1,,,1,3,1,0,0,0,0,1,12,12,7,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,1,2,,,,1,1,,2,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,2,2,6,,,,,,,,,,,,,,,,,,97,,1,,0.41189813
2012,5,,,1,1,,1,2,8,80,0,0,0,0,,1,2,1,0,0,0,0,3,12,,7,8,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,3,1,,,,,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1.23569439
2012,4,,,5,,,,,0,34,1,,3,,,2,3,1,0,0,0,0,1,10,10,7,5,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,4,6,,,,,,,,,,,,,,,,,,17,,1,,0.41189813
2012,1,40,,2,,,2,,6,71,1,,1,,,1,1,1,0,0,0,0,1,3,3,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,3,4,,,,1,,,2,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,1,4,,,,,,,,,,,,,,,,,,,,,1,,0.41189813
2012,1,40,,3,,,,2,7,33,0,1,1,,,1,2,1,0,1,0,0,2,,,7,7,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,6,,,,,,,,,,,,,,,,,,1,,2,,1.747975242
2012,1,39,,1,1,,2,2,5,32,1,0,1,0,,2,1,1,0,2,0,0,2,10,9,7,5,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,1,2,,,,1,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,2,,0.82379626
2012,1,40,,5,,,,,0,37,3,1,1,,3,1,1,1,0,0,0,0,1,12,12,7,4,1,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,3,2,,,,1,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,,0.873987621
2012,1,40,,1,1,,1,2,1,41,1,0,0,1,,1,1,1,0,0,0,0,1,,,7,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,1,2,,,,1,2,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,0,,,,,,,,,,,,,,,,,2,,1,3,4,,,,,,,,,,,,,,,,,,25,,1,,1.747975242
2012,1,34,,5,,,,,0,32,1,,1,,,1,1,1,0,0,0,0,2,10,9,3,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,1,4,,,,1,3,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,3,2,6,,,,,,,,,,,,,,,,,,14,,1,,1.747975242
2012,1,40,,3,,,,2,1,35,1,1,1,,,1,1,1,0,0,1,0,1,12,,3,2,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,1,4,,,,1,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,3,,0.82379626
2012,1,55,,1,1,,1,2,2,61,1,1,1,3,,1,1,1,0,0,0,0,5,12,12,3,0,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,2,3,4,,,,,,,,,,,,,,,,,,18,,2,,2.05949065
2012,1,40,,1,1,,1,2,2,57,3,1,1,1,14,1,1,1,0,0,0,0,2,12,12,3,7,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,14,,1,,0.82379626
2012,5,,,1,1,,2,2,5,71,1,3,1,1,,1,1,1,0,0,0,0,2,11,6,3,5,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,4,2,,,,1,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,,1.747975242
2012,2,10,,4,,,,2,2,39,4,4,2,,16,2,1,1,1,0,1,1,1,12,12,3,4,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,3,,,,1,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,2,,0.873987621
2012,1,40,,5,,,,,0,30,1,,0,,,2,2,1,0,0,0,0,2,8,7,3,7,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,2,1,,,,1,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1.747975242
2012,1,50,,1,1,,2,2,1,42,3,,3,3,51,2,1,2,2,0,0,0,2,12,12,3,7,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,3,,,,1,2,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,2,2,6,,,,,,,,,,,,,,,,,,29,1,1,,1.747975242
2012,1,45,,1,1,,2,2,3,48,1,1,1,3,,2,1,1,0,0,0,1,3,12,6,3,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,2,1,,,,2,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,,2.621962863
2012,1,60,,1,1,,1,1,2,32,4,4,4,3,29,1,1,1,0,2,0,0,2,12,12,3,4,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,5,,,,1,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,2,,0.82379626
2012,1,40,,1,1,,2,2,2,42,4,1,1,4,9,2,2,2,0,1,1,0,2,12,,3,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,2,,6,,,,,,,,,,,,,,,,,,1,1,2,,0.82379626
2012,7,,,1,1,,2,2,2,37,1,0,1,2,,1,1,1,0,1,0,1,2,12,,3,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,2,3,,,,,,,,,,,,,,,,,,14,,2,,0.82379626
2012,7,,,3,,,,2,4,29,1,,3,,,2,1,1,0,2,0,0,2,12,9,3,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,2,3,,,,,,,,,,,,,,,,,,30,,2,,1.747975242
2012,7,,,2,,,2,,5,74,1,,1,,,2,2,1,0,0,0,0,2,,,3,6,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,,,,,,,,,,,,,,,,,,97,,2,,1.747975242
2012,1,47,,2,,,2,,0,47,1,1,1,,,1,1,1,0,0,0,0,1,12,12,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,3,2,,,,1,5,,1,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,3,1,4,,,,,,,,,,,,,,,,,,14,,2,,0.41189813
2012,1,49,,1,1,,2,2,1,41,3,4,3,3,12,1,1,1,0,0,1,0,2,12,12,3,7,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,3,,,,,,,,,,,,,,,,,,,,2,,1.747975242
2012,5,,,1,1,,1,2,5,71,1,0,0,1,,1,1,1,0,0,0,0,2,12,,3,7,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,3,,,,,,,,,,,,,,,,,,14,,1,,1.747975242
2012,1,40,,3,,,,2,2,31,1,1,3,,,2,1,1,0,0,2,2,3,12,11,3,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,2,2,6,,,,,,,,,,,,,,,,,,14,,2,,2.621962863
2012,1,60,,3,,,,2,0,33,2,3,1,,29,2,1,1,0,0,0,0,2,12,12,3,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,3,1,,,,1,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.747975242
2012,2,,,5,,,,,0,32,1,1,1,,,1,1,1,0,0,0,0,3,10,10,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,2,3,,,,1,4,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,3,,,,,,,,,,,,,,,,,,,11,,1,,2.621962863
2012,1,49,,1,1,,2,2,1,48,1,,1,2,,1,1,1,0,0,0,0,2,12,12,3,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,,,,,,,,,,,,,,,,,,8,,1,,1.747975242
2012,3,,35,5,,,,,1,50,4,3,3,,16,2,1,1,0,0,0,0,1,12,12,3,0,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,3,,,,1,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,,0.873987621
2012,1,40,,3,,,,2,0,40,1,1,,,,1,1,1,0,0,0,0,1,6,6,3,0,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,2,3,,,,,,,,,,,,,,,,,,,,1,,0.41189813
2012,7,,,5,,,,,2,27,1,1,0,,,2,1,1,0,0,0,0,2,,,3,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,3,4,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,1,6,,,,,,,,,,,,,,,,,,11,,1,,0.82379626
2012,1,44,,3,,,,2,4,35,1,3,,,,2,1,1,2,0,1,3,1,12,12,3,7,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,3,2,,,,1,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,2,,0.41189813
2012,7,,,1,1,,2,2,2,40,0,,1,4,,1,2,1,0,0,0,1,2,12,3,3,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,5,,,,,,,,,,,,,,,,,,1,,2,,1.747975242
2012,1,30,,5,,,,,3,33,1,,1,,,2,2,1,0,1,1,1,1,10,9,3,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,1,4,,,,1,,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,6,3,5,,,,,,,,,,,,,,,,,,1,,2,,0.41189813
2012,1,48,,3,,,,2,2,49,2,,,,29,2,3,2,2,0,0,0,1,12,12,3,5,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,1,2,,,,1,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,1,,0.41189813
2012,1,40,,5,,,,,0,30,1,0,0,,,1,2,1,0,0,0,0,2,12,12,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,3,2,,,,1,4,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,2,6,,,,,,,,,,,,,,,,,,,,1,,0.82379626
2012,2,52,,5,,,,,0,22,3,1,1,,12,2,1,1,0,0,0,0,2,9,6,3,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,3,,,,2,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,,1.747975242
2012,6,,,5,,,,,0,21,1,1,1,,,2,1,1,0,0,0,0,6,3,1,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,2,3,,,,2,3,,1,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,6,,,,,,,,,,,,,,,,,,11,,1,,2.47138878
2012,2,15,,5,,,,,0,21,1,1,2,,,2,1,1,0,0,0,0,3,2,,3,7,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,1,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,2,2,4,,,,,,,,,,,,,,,,,,11,,1,,1.23569439
2012,6,,,5,,,,,0,23,1,3,3,,,1,1,1,0,0,0,0,3,12,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,2,1,,,,1,,,2,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,1,3,,,,,,,,,,,,,,,,,,,,1,,1.23569439
2012,5,,,1,1,,2,2,3,67,1,0,0,1,,1,1,1,0,0,0,0,2,12,,3,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,1,2,,,,2,3,,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,4,,,,,,,,,,,,,,,,,,,,1,,0.82379626
2012,7,,,3,,,,2,4,34,2,0,1,,55,2,1,1,0,0,0,0,2,10,,3,1,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,1,3,,,,,,,,,,,,,,,,,,29,,1,,0.82379626
2012,1,35,,5,,,,,0,18,1,0,1,,,1,1,1,0,0,0,0,2,,1,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,3,,,,2,,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,1,3,6,,,,,,,,,,,,,,,,,,8,,1,,1.747975242
2012,5,,,2,,,2,,0,76,1,0,,,,2,1,1,0,0,0,0,1,9,,3,0,2,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,1,,,,,,,,,,,,,,,,,,,97,,1,,0.41189813
2012,1,40,,1,1,,2,2,2,28,1,,1,1,,1,1,1,0,0,0,0,2,12,12,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,1,2,,,,1,,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,14,,1,,0.82379626
