age,age_cat,coninc,coninc_quantiles,degree,ethnic,hs_or_college,race,region,sex,talkspvs,year,vstrat,vpsu,wtsscomp
43,40-49,23595.0,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2016,3260.0,1.0,1.435490267
49,40-49,163843.847,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2016,3260.0,1.0,1.435490267
50,50-59,39930.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,Pacific,Female,,2016,3260.0,1.0,0.478496756
21,18-29,59895.0,"(36306.0, 60354.0]",HS or assoc,Africa,Some college,Black,West South Central,Male,,2016,3261.0,1.0,0.956993511
69,60-69,32670.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2016,3261.0,2.0,0.956993511
58,50-59,,,HS or assoc,Africa,HS or less,Black,West South Central,Male,,2016,3261.0,2.0,1.564363363
28,18-29,15427.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2016,3261.0,2.0,0.956993511
36,30-39,9982.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2016,3261.0,2.0,0.478496756
35,30-39,39930.0,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2016,3261.0,2.0,1.564363363
57,50-59,27225.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,,2016,3261.0,2.0,0.478496756
23,18-29,6534.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2016,3262.0,1.0,1.435490267
30,30-39,49005.0,"(36306.0, 60354.0]",HS or assoc,Africa,Some college,White,West North Central,Female,,2016,3262.0,2.0,1.564363363
62,60-69,59895.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,West North Central,Male,,2016,3262.0,2.0,0.478496756
22,18-29,15427.5,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,West North Central,Male,,2016,3262.0,2.0,0.478496756
29,18-29,23595.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,West North Central,Female,,2016,3262.0,2.0,1.564363363
63,60-69,32670.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,West North Central,Male,,2016,3262.0,2.0,0.956993511
63,60-69,59895.0,"(36306.0, 60354.0]",College,Mexico,Some college,White,East North Central,Male,,2016,3263.0,2.0,0.956993511
36,30-39,39930.0,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,East North Central,Female,,2016,3263.0,2.0,1.564363363
32,30-39,32670.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,East South Atlantic,Female,,2016,3265.0,1.0,0.478496756
67,60-69,13612.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East South Atlantic,Male,,2016,3265.0,1.0,0.478496756
33,30-39,363.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East South Atlantic,Female,,2016,3265.0,1.0,0.956993511
52,50-59,8167.5,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,East South Atlantic,Female,,2016,3265.0,1.0,0.956993511
43,40-49,23595.0,"(18455.0, 36306.0]",No degree,Africa,HS or less,Black,East South Atlantic,Female,,2016,3265.0,1.0,1.435490267
66,60-69,,,No degree,Africa,HS or less,Black,East South Atlantic,Male,,2016,3265.0,1.0,0.478496756
26,18-29,3993.0,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,East South Atlantic,Male,,2016,3265.0,1.0,0.956993511
38,30-39,9982.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2016,3265.0,2.0,0.478496756
40,40-49,59895.0,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2016,3265.0,2.0,0.478496756
53,50-59,11797.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2016,3265.0,2.0,0.956993511
44,40-49,84120.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,Middle Atlantic,Male,,2018,3301.0,2.0,0.94299711
28,18-29,5257.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2018,3303.0,2.0,0.471498555
27,18-29,3855.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2018,3303.0,2.0,0.94299711
41,40-49,38555.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,Middle Atlantic,Female,,2018,3304.0,1.0,0.471498555
64,60-69,26287.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2018,3304.0,1.0,1.17948398
79,70+,14896.25,"(335.999, 18455.0]",College,Africa,Some college,Black,Middle Atlantic,Male,,2018,3304.0,1.0,0.471498555
59,50-59,112160.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2018,3304.0,1.0,0.94299711
33,30-39,158201.8412,"(60354.0, 180386.0]",HS or assoc,Africa,Some college,Black,Middle Atlantic,Female,,2018,3305.0,1.0,2.357492774
28,18-29,38555.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,Middle Atlantic,Male,,2018,3305.0,2.0,0.94299711
22,18-29,,,HS or assoc,Africa,HS or less,Black,Middle Atlantic,Male,,2018,3306.0,1.0,1.414495664
69,60-69,70100.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2018,3306.0,1.0,0.94299711
45,40-49,98140.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,Middle Atlantic,Male,,2018,3306.0,1.0,0.471498555
52,50-59,,,HS or assoc,Mexico,HS or less,White,Pacific,Female,,2018,3308.0,1.0,0.94299711
33,30-39,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2018,3308.0,2.0,0.94299711
38,30-39,22782.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2018,3308.0,2.0,0.94299711
25,18-29,22782.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2018,3308.0,2.0,0.94299711
49,40-49,,,No degree,Mexico,HS or less,Other,Pacific,Male,,2018,3308.0,2.0,0.94299711
18,18-29,13143.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Pacific,Male,,2018,3308.0,2.0,1.885994219
56,50-59,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2018,3308.0,2.0,0.471498555
34,30-39,47317.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,Pacific,Male,,2018,3308.0,2.0,1.414495664
26,18-29,9638.75,"(335.999, 18455.0]",College,Mexico,Some college,Black,Pacific,Female,,2018,3308.0,2.0,0.471498555
39,30-39,47317.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,Pacific,Female,,2018,3309.0,1.0,1.414495664
77,70+,3154.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Pacific,Female,,2018,3309.0,1.0,0.471498555
57,50-59,31545.0,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,Pacific,Male,,2018,3309.0,1.0,0.94299711
35,30-39,7886.25,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,Pacific,Female,,2018,3309.0,2.0,0.94299711
58,50-59,19277.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2018,3309.0,2.0,0.94299711
20,18-29,31545.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2018,3309.0,2.0,1.885994219
48,40-49,13143.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,Pacific,Female,,2018,3309.0,2.0,1.414495664
51,50-59,9638.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2018,3309.0,2.0,1.414495664
18,18-29,,,No degree,Mexico,HS or less,Other,Pacific,Female,,2018,3309.0,2.0,1.414495664
41,40-49,2453.5,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2018,3309.0,2.0,0.94299711
43,40-49,31545.0,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Male,,2018,3309.0,2.0,1.414495664
36,30-39,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2018,3310.0,1.0,0.94299711
70,70+,350.5,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Male,,2018,3311.0,1.0,1.414495664
36,30-39,70100.0,"(60354.0, 180386.0]",College,Mexico,Some college,Other,Pacific,Female,,2018,3311.0,1.0,0.94299711
53,50-59,47317.5,"(36306.0, 60354.0]",No degree,Mexico,HS or less,Other,Pacific,Female,,2018,3311.0,1.0,1.885994219
69,60-69,70100.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2018,3311.0,1.0,0.94299711
29,18-29,158201.8412,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2018,3311.0,1.0,0.94299711
25,18-29,,,HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2018,3311.0,2.0,0.94299711
30,30-39,22782.5,"(18455.0, 36306.0]",HS or assoc,Mexico,Some college,White,Pacific,Female,,2018,3311.0,2.0,1.414495664
70,70+,14896.25,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,Pacific,Female,,2018,3311.0,2.0,0.94299711
44,40-49,7886.25,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2018,3311.0,2.0,0.94299711
33,30-39,26287.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2018,3311.0,2.0,0.94299711
51,50-59,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2018,3312.0,1.0,2.35896796
74,70+,47317.5,"(36306.0, 60354.0]",College,Mexico,Some college,Other,Pacific,Male,,2018,3312.0,1.0,0.471498555
49,40-49,22782.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,Pacific,Male,,2018,3312.0,1.0,1.885994219
48,40-49,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2018,3312.0,1.0,0.94299711
24,18-29,26287.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2018,3312.0,1.0,0.94299711
62,60-69,22782.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2018,3312.0,2.0,0.94299711
26,18-29,31545.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2018,3312.0,2.0,0.94299711
30,30-39,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2018,3312.0,2.0,0.94299711
24,18-29,,,HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2018,3312.0,2.0,0.94299711
29,18-29,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2018,3312.0,2.0,0.94299711
88,70+,7886.25,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,East North Central,Male,,2018,3313.0,2.0,0.471498555
80,70+,,,No degree,Mexico,HS or less,Other,East North Central,Female,,2018,3313.0,2.0,3.300489884
36,30-39,98140.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,Other,East North Central,Male,,2018,3313.0,2.0,1.885994219
33,30-39,38555.0,"(36306.0, 60354.0]",College,Mexico,Some college,White,East North Central,Female,,2018,3313.0,2.0,1.885994219
31,30-39,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,East North Central,Male,,2018,3313.0,2.0,1.885994219
27,18-29,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,East North Central,Female,,2018,3314.0,1.0,1.414495664
51,50-59,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,East North Central,Male,,2018,3314.0,2.0,0.471498555
48,40-49,9638.75,"(335.999, 18455.0]",College,Mexico,Some college,White,East North Central,Male,,2018,3314.0,2.0,3.53845194
29,18-29,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,East North Central,Female,,2018,3314.0,2.0,1.414495664
44,40-49,57832.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Female,,2018,3316.0,1.0,0.471498555
34,30-39,38555.0,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,South Atlantic,Male,,2018,3316.0,1.0,0.94299711
33,30-39,,,No degree,Mexico,HS or less,Other,South Atlantic,Male,,2018,3316.0,1.0,1.414495664
73,70+,,,No degree,Africa,HS or less,Black,South Atlantic,Male,,2018,3317.0,1.0,1.414495664
86,70+,16648.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2018,3317.0,1.0,0.471498555
31,30-39,57832.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Female,,2018,3317.0,1.0,2.35896796
24,18-29,47317.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Female,,2018,3317.0,1.0,2.35896796
28,18-29,57832.5,"(36306.0, 60354.0]",HS or assoc,Africa,Some college,Black,South Atlantic,Female,,2018,3318.0,1.0,0.94299711
30,30-39,,,HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2018,3318.0,1.0,0.94299711
53,50-59,11391.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2018,3318.0,1.0,0.471498555
51,50-59,158201.8412,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Female,,2018,3318.0,1.0,0.94299711
35,30-39,16648.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2018,3318.0,1.0,0.471498555
36,30-39,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,South Atlantic,Female,,2018,3318.0,2.0,0.94299711
34,30-39,9638.75,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,South Atlantic,Female,,2018,3318.0,2.0,0.471498555
39,30-39,98140.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Male,,2018,3318.0,2.0,0.94299711
67,60-69,,,No degree,Africa,HS or less,Black,New England,Female,,2018,3319.0,1.0,0.471498555
76,70+,,,HS or assoc,Africa,HS or less,Black,New England,Female,,2018,3320.0,1.0,0.471498555
42,40-49,84120.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2018,3322.0,1.0,1.414495664
48,40-49,38555.0,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2018,3322.0,2.0,1.885994219
24,18-29,70100.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,Black,Pacific,Female,,2018,3322.0,2.0,1.885994219
34,30-39,112160.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,Pacific,Female,,2018,3322.0,2.0,1.17948398
55,50-59,,,No degree,Africa,HS or less,Black,Pacific,Female,,2018,3322.0,2.0,1.414495664
46,40-49,70100.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,Pacific,Male,,2018,3322.0,2.0,1.414495664
29,18-29,38555.0,"(36306.0, 60354.0]",College,Mexico,Some college,White,Pacific,Female,,2018,3322.0,2.0,0.94299711
19,18-29,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2018,3323.0,1.0,4.717935919
48,40-49,112160.0,"(60354.0, 180386.0]",HS or assoc,Mexico,Some college,Other,Pacific,Female,,2018,3323.0,2.0,1.414495664
37,30-39,47317.5,"(36306.0, 60354.0]",College,Mexico,Some college,Other,Pacific,Female,,2018,3323.0,2.0,0.94299711
43,40-49,98140.0,"(60354.0, 180386.0]",College,Mexico,Some college,White,Pacific,Male,,2018,3323.0,2.0,0.94299711
19,18-29,6309.0,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,Pacific,Female,,2018,3323.0,2.0,0.94299711
32,30-39,38555.0,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2018,3324.0,1.0,0.94299711
50,50-59,16648.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2018,3324.0,1.0,0.94299711
33,30-39,38555.0,"(36306.0, 60354.0]",No degree,Mexico,HS or less,White,West South Central,Male,,2018,3324.0,1.0,1.414495664
31,30-39,,,HS or assoc,Mexico,HS or less,White,West South Central,Female,,2018,3324.0,1.0,0.94299711
35,30-39,11391.25,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,West South Central,Female,,2018,3324.0,2.0,0.94299711
33,30-39,31545.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2018,3324.0,2.0,0.94299711
37,30-39,57832.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,West South Central,Female,,2018,3324.0,2.0,0.94299711
33,30-39,112160.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,West South Central,Female,,2018,3324.0,2.0,0.94299711
59,50-59,9638.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2018,3325.0,1.0,0.471498555
55,50-59,31545.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2018,3325.0,1.0,0.471498555
38,30-39,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,,2018,3325.0,2.0,0.94299711
21,18-29,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Middle Atlantic,Female,,2018,3326.0,1.0,1.414495664
38,30-39,13143.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Male,,2018,3327.0,2.0,0.94299711
50,50-59,70100.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2018,3328.0,1.0,1.414495664
51,50-59,16648.75,"(335.999, 18455.0]",College,Africa,Some college,Black,West South Central,Male,,2018,3328.0,1.0,0.471498555
57,50-59,47317.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2018,3328.0,1.0,1.414495664
53,50-59,158201.8412,"(60354.0, 180386.0]",College,Africa,Some college,Black,West South Central,Female,,2018,3328.0,1.0,0.471498555
64,60-69,19277.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Female,,2018,3328.0,2.0,0.94299711
39,30-39,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,,2018,3328.0,2.0,0.471498555
42,40-49,4556.5,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,West South Central,Female,,2018,3329.0,1.0,2.357492774
22,18-29,,,No degree,Mexico,HS or less,Other,West South Central,Male,,2018,3329.0,1.0,1.885994219
51,50-59,11391.25,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,West South Central,Male,,2018,3329.0,1.0,3.53845194
40,40-49,22782.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,West South Central,Female,,2018,3329.0,1.0,0.94299711
40,40-49,84120.0,"(60354.0, 180386.0]",No degree,Mexico,HS or less,Other,West South Central,Male,,2018,3329.0,1.0,0.94299711
24,18-29,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,,2018,3329.0,1.0,0.94299711
27,18-29,3855.5,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,West South Central,Female,,2018,3329.0,1.0,0.94299711
34,30-39,14896.25,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,West South Central,Female,,2018,3329.0,1.0,0.94299711
39,30-39,84120.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2018,3329.0,2.0,1.414495664
34,30-39,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Male,,2018,3329.0,2.0,0.94299711
53,50-59,,,College,Africa,Some college,Black,South Atlantic,Female,,2018,3330.0,1.0,0.94299711
27,18-29,26287.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2018,3330.0,1.0,0.471498555
62,60-69,57832.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Male,,2018,3330.0,1.0,0.471498555
47,40-49,9638.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2018,3330.0,1.0,0.94299711
42,40-49,26287.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2018,3330.0,1.0,0.471498555
46,40-49,14896.25,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,South Atlantic,Male,,2018,3330.0,2.0,0.471498555
60,60-69,7886.25,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,South Atlantic,Female,,2018,3331.0,1.0,0.471498555
28,18-29,22782.5,"(18455.0, 36306.0]",College,Africa,Some college,Black,South Atlantic,Male,,2018,3331.0,1.0,0.471498555
,,57832.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2018,3331.0,1.0,0.471498555
51,50-59,22782.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2018,3331.0,1.0,0.94299711
33,30-39,38555.0,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2018,3331.0,1.0,0.471498555
26,18-29,70100.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,Other,South Atlantic,Female,,2018,3331.0,2.0,1.885994219
68,60-69,47317.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Male,,2018,3331.0,2.0,0.94299711
30,30-39,158201.8412,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Female,,2018,3331.0,2.0,1.885994219
65,60-69,47317.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Male,,2018,3331.0,2.0,0.471498555
58,50-59,112160.0,"(60354.0, 180386.0]",HS or assoc,Africa,Some college,Black,South Atlantic,Female,,2018,3332.0,1.0,1.414495664
23,18-29,6309.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2018,3332.0,2.0,0.94299711
34,30-39,31545.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2018,3332.0,2.0,1.414495664
43,40-49,31545.0,"(18455.0, 36306.0]",College,Africa,Some college,Black,South Atlantic,Female,,2018,3332.0,2.0,0.471498555
75,70+,22782.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2018,3332.0,2.0,0.471498555
73,70+,19277.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2018,3333.0,1.0,0.94299711
48,40-49,112160.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,East North Central,Female,,2018,3334.0,1.0,0.471498555
24,18-29,98140.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,East North Central,Male,,2018,3334.0,1.0,0.94299711
54,50-59,5257.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2018,3334.0,1.0,0.471498555
50,50-59,14896.25,"(335.999, 18455.0]",HS or assoc,Africa,Some college,Black,East North Central,Male,,2018,3334.0,1.0,0.94299711
48,40-49,112160.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,,2018,3334.0,1.0,4.717935919
25,18-29,14896.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,,2018,3334.0,1.0,0.94299711
54,50-59,158201.8412,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2018,3334.0,2.0,0.94299711
46,40-49,38555.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,East North Central,Male,,2018,3335.0,1.0,0.471498555
57,50-59,31545.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2018,3335.0,2.0,0.471498555
34,30-39,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2018,3336.0,1.0,0.94299711
34,30-39,57832.5,"(36306.0, 60354.0]",College,Mexico,Some college,White,Pacific,Male,,2018,3336.0,2.0,0.94299711
40,40-49,11391.25,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,White,Mountain,Female,,2018,3337.0,1.0,0.471498555
35,30-39,70100.0,"(60354.0, 180386.0]",College,Mexico,Some college,White,Mountain,Female,,2018,3337.0,1.0,0.94299711
52,50-59,13143.75,"(335.999, 18455.0]",HS or assoc,Mexico,Some college,White,Mountain,Female,,2018,3337.0,1.0,0.94299711
24,18-29,38555.0,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,Mountain,Female,,2018,3338.0,1.0,1.414495664
62,60-69,38555.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,Mountain,Male,,2018,3338.0,1.0,0.94299711
29,18-29,26287.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,Mountain,Female,,2018,3338.0,1.0,1.414495664
59,50-59,31545.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Mountain,Female,,2018,3338.0,1.0,0.94299711
65,60-69,16648.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,Mountain,Male,,2018,3338.0,1.0,0.94299711
22,18-29,14896.25,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,Mountain,Female,,2018,3338.0,2.0,1.885994219
61,60-69,1402.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Mountain,Male,,2018,3338.0,2.0,0.94299711
39,30-39,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Mountain,Male,,2018,3338.0,2.0,0.94299711
59,50-59,5257.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West North Central,Female,,2018,3339.0,1.0,0.94299711
46,40-49,14896.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,White,West North Central,Female,,2018,3339.0,1.0,0.471498555
26,18-29,,,HS or assoc,Africa,HS or less,Black,West North Central,Male,,2018,3339.0,1.0,0.471498555
40,40-49,70100.0,"(60354.0, 180386.0]",College,Mexico,Some college,White,West North Central,Female,,2018,3339.0,1.0,0.94299711
64,60-69,158201.8412,"(60354.0, 180386.0]",College,Mexico,Some college,White,West North Central,Male,,2018,3339.0,2.0,0.94299711
34,30-39,,,HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2018,3340.0,1.0,1.885994219
78,70+,47317.5,"(36306.0, 60354.0]",No degree,Mexico,HS or less,White,Pacific,Male,,2018,3340.0,1.0,0.94299711
47,40-49,22782.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,Pacific,Female,,2018,3340.0,1.0,1.414495664
18,18-29,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2018,3340.0,2.0,2.35896796
25,18-29,22782.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Other,Pacific,Male,,2018,3340.0,2.0,0.94299711
55,50-59,57832.5,"(36306.0, 60354.0]",HS or assoc,Mexico,Some college,White,Pacific,Female,,2018,3340.0,2.0,0.94299711
39,30-39,47317.5,"(36306.0, 60354.0]",HS or assoc,Mexico,Some college,White,Pacific,Female,,2018,3340.0,2.0,0.94299711
42,40-49,84120.0,"(60354.0, 180386.0]",College,Mexico,Some college,Other,Pacific,Female,,2018,3340.0,2.0,0.94299711
